"PROTEIN","FBgn","FBgn_mel","SYMBOL","Sec","Unique.peptides","LFQ.intensity.CAG_1A","LFQ.intensity.CAG_1B","LFQ.intensity.CAG_2_1","LFQ.intensity.CAG_2_2","LFQ.intensity.CAG_3","LFQ.intensity.CEB_1A","LFQ.intensity.CEB_1B","LFQ.intensity.CEB_2_1","LFQ.intensity.CEB_2_2","LFQ.intensity.CEB_3","LFQ.intensity.VAG_1A","LFQ.intensity.VAG_1B","LFQ.intensity.VAG_2_1","LFQ.intensity.VAG_2_2","LFQ.intensity.VAG_3","LFQ.intensity.VEB_1A","LFQ.intensity.VEB_1B","LFQ.intensity.VEB_2_1","LFQ.intensity.VEB_2_2","LFQ.intensity.VEB_3"
"maker-scaffold2276-size10828-augustus-gene-0.6-mRNA-1","FBgn0205808","FBgn0030321","GJ18654",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025400
"maker-scaffold2279-size14011-snap-gene-0.0-mRNA-1","FBgn0210691","FBgn0011336","GJ23594","Sec",5,10115000,8531400,21759000,32653000,19544000,6481000,5436900,6665300,0,8053700,17141000,11641000,51787000,41757000,31587000,10795000,9123400,12604000,13690000,6939000
"maker-scaffold227-size60494-augustus-gene-0.20-mRNA-1","FBgn0204505","FBgn0267828","GJ17333",NA,18,0,0,0,0,0,88538000,87257000,101830000,111230000,137050000,0,0,0,0,0,74083000,83997000,106660000,106080000,85653000
"maker-scaffold2293-size14198-snap-gene-0.7-mRNA-1",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1258600,0,0,0,0,0,0,0,0,0,0
"maker-scaffold2299-size15691-snap-gene-0.1-mRNA-1",NA,NA,NA,NA,5,16941000,41107000,32744000,29922000,54598000,4987700,4914500,7661500,6516300,5358100,9397000,9756500,33643000,16483000,45122000,5443300,6099600,10347000,10260000,8543200
"maker-scaffold229-size122502-augustus-gene-1.10-mRNA-1","FBgn0210077","FBgn0000416","GJ22975","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47243000
"maker-scaffold2301-size40903-augustus-gene-0.12-mRNA-1","FBgn0203922","FBgn0029839","GJ16741",NA,3,0,0,0,0,0,7924200,9374100,8808400,8519900,14278000,0,0,0,0,0,10669000,10302000,9534400,12836000,13476000
"maker-scaffold2302-size25220-augustus-gene-0.14-mRNA-1","FBgn0207507","FBgn0016697","GJ20367",NA,7,44673000,35916000,39076000,37332000,41086000,55262000,56507000,53589000,46817000,55925000,32963000,43038000,33369000,33391000,31710000,55744000,55818000,45036000,48026000,43405000
"maker-scaffold2312-size12251-augustus-gene-0.2-mRNA-1","FBgn0201564","FBgn0051992","GJ14351",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27493000,0
"maker-scaffold2315-size24634-snap-gene-0.11-mRNA-1",NA,NA,NA,NA,5,20356000,28546000,26197000,21202000,28080000,10235000,8568300,10459000,8956900,19024000,43037000,29776000,43502000,51571000,53316000,12976000,11289000,21012000,26198000,26369000
"maker-scaffold2338-size14972-augustus-gene-0.4-mRNA-1","FBgn0204247","FBgn0261955","GJ17070",NA,22,249800000,219770000,273190000,253370000,232420000,558940000,550560000,619060000,596510000,599990000,222790000,218170000,212860000,245600000,216830000,444350000,444500000,413080000,400150000,487570000
"maker-scaffold2343-size21159-augustus-gene-0.8-mRNA-1","FBgn0202280","FBgn0033769","GJ15081",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978810
"maker-scaffold2349-size27842-snap-gene-0.17-mRNA-1","FBgn0200064","FBgn0261274","GJ12829","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1087800,0,0,0,0,0,0
"maker-scaffold234-size59228-augustus-gene-0.23-mRNA-1","FBgn0207404","FBgn0033199","GJ20264",NA,11,29030000,25439000,22796000,26329000,22972000,30638000,31695000,32996000,40026000,37541000,25234000,23320000,21168000,19478000,16984000,32269000,36864000,35254000,31723000,22951000
"maker-scaffold234-size59228-snap-gene-0.26-mRNA-1","FBgn0209218","FBgn0263077","GJ22104",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774400
"maker-scaffold234-size59228-snap-gene-0.27-mRNA-1","FBgn0209219",NA,"-","Sec",5,9097500,5324700,0,0,0,5314400,0,0,0,5686400,0,0,3761900,0,0,4703700,5844000,5484800,0,0
"maker-scaffold2352-size11790-augustus-gene-0.7-mRNA-1","FBgn0203639","FBgn0029882","GJ16455",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6443600,0,0,0,0,0,0
"maker-scaffold2357-size19619-augustus-gene-0.9-mRNA-1","FBgn0206043","FBgn0086450","GJ18897",NA,15,0,0,0,4276700,6771400,20738000,19210000,24137000,22941000,22021000,26778000,33017000,21055000,31345000,28964000,50861000,48827000,47343000,40612000,49746000
"maker-scaffold235-size190281-snap-gene-1.25-mRNA-1","FBgn0209053","FBgn0034743","GJ21938",NA,7,172560000,134870000,158380000,176880000,154320000,78474000,74467000,96936000,105600000,97054000,214890000,183670000,235510000,227500000,184280000,95639000,93518000,72591000,90048000,64927000
"maker-scaffold2362-size20364-augustus-gene-0.12-mRNA-1","FBgn0202905","FBgn0030672","GJ15717",NA,5,0,0,0,0,0,0,0,0,0,6442000,0,0,0,0,0,0,0,7091000,0,8763800
"maker-scaffold2365-size17141-snap-gene-0.8-mRNA-1","FBgn0202426","FBgn0259108","GJ15230",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899400
"maker-scaffold2378-size64464-augustus-gene-0.11-mRNA-1","FBgn0022424","FBgn0004169","GJ18637",NA,22,253510000,259650000,237500000,231580000,210400000,1863200000,1986300000,1271900000,1283600000,823540000,240040000,235590000,189880000,208890000,183640000,1208700000,1331700000,894360000,887580000,797980000
"maker-scaffold23821-size535-augustus-gene-0.2-mRNA-1",NA,NA,NA,NA,4,0,0,0,0,0,9468400,9490300,10999000,13562000,0,0,0,0,0,0,0,0,9070100,8074200,0
"maker-scaffold2388-size29424-augustus-gene-0.8-mRNA-1","FBgn0211658","FBgn0037721","GJ24579","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599700
"maker-scaffold238-size264187-augustus-gene-0.29-mRNA-1","FBgn0208488","FBgn0034143","GJ21360",NA,29,20452000,11649000,26152000,32425000,49631000,64657000,82805000,107340000,92242000,100410000,4877500,6366900,8802100,7141800,3418700,227880000,331510000,363680000,346260000,254100000
"maker-scaffold2393-size8945-snap-gene-0.3-mRNA-1",NA,NA,NA,NA,10,0,0,0,0,0,16152000,15027000,17502000,16158000,14357000,0,0,0,0,0,16643000,16355000,15712000,15542000,13332000
"maker-scaffold240-size95014-snap-gene-0.38-mRNA-1","FBgn0207660","FBgn0034249","GJ20520",NA,2,19755000,0,0,0,0,0,0,0,8922300,0,21595000,0,0,0,0,68209000,67191000,34833000,0,498500000
"maker-scaffold240-size95014-snap-gene-0.41-mRNA-1","FBgn0208933","FBgn0263391","GJ21815",NA,18,55797000,52533000,49920000,56140000,40616000,74493000,72499000,70595000,72524000,67394000,50457000,50160000,50624000,58126000,52567000,63792000,64564000,61215000,61612000,50752000
"maker-scaffold240-size95014-snap-gene-0.42-mRNA-1","FBgn0208932","FBgn0086532","GJ21814",NA,2,0,0,0,0,0,0,4624200,5040600,4233500,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold241-size65645-snap-gene-0.36-mRNA-1","FBgn0209441",NA,"GJ22328",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3669200
"maker-scaffold242-size87937-snap-gene-0.22-mRNA-1","FBgn0203442","FBgn0026777","GJ16257",NA,13,42310000,45063000,43079000,32728000,33367000,71373000,74089000,81262000,78836000,70979000,48591000,34457000,27827000,40595000,30278000,70824000,73323000,56913000,56857000,67253000
"maker-scaffold242-size87937-snap-gene-0.27-mRNA-1","FBgn0205505","FBgn0259214","GJ18346",NA,9,13844000,13407000,21163000,18512000,14391000,31616000,27399000,22014000,21903000,39550000,21594000,0,18854000,22980000,17843000,26831000,25698000,40357000,37082000,29359000
"maker-scaffold243-size81418-augustus-gene-0.18-mRNA-1","FBgn0199232","FBgn0035978","GJ11980",NA,14,0,0,0,0,0,35654000,28190000,48379000,51279000,51129000,0,0,5345300,5375000,0,51344000,57283000,48224000,47066000,59370000
"maker-scaffold2467-size18030-augustus-gene-0.8-mRNA-1","FBgn0203701","FBgn0030435","GJ16517",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841410,0,0,0,0,0,0
"maker-scaffold246-size161979-augustus-gene-1.20-mRNA-1","FBgn0199499","FBgn0031734","GJ12249",NA,3,0,0,0,0,0,7125800,0,0,12801000,10474000,0,0,0,0,0,9933800,0,9362400,8780900,0
"maker-scaffold2478-size16027-snap-gene-0.6-mRNA-1",NA,NA,NA,NA,3,0,0,0,0,0,35116000,22784000,0,13954000,24625000,0,0,0,0,0,0,0,0,24492000,0
"maker-scaffold2484-size39554-augustus-gene-0.18-mRNA-1","FBgn0201966","FBgn0030329","GJ14762","Sec",11,96782000,89408000,76009000,77171000,79751000,35133000,33202000,39814000,36788000,32632000,70929000,85327000,81671000,86709000,86707000,34109000,36754000,39569000,38306000,40719000
"maker-scaffold2484-size39554-snap-gene-0.23-mRNA-1",NA,NA,NA,NA,2,0,0,0,0,0,0,2828600,0,0,0,0,0,0,0,0,0,0,0,2309300,0
"maker-scaffold2485-size22527-snap-gene-0.12-mRNA-1","FBgn0202831","FBgn0250788","GJ15641",NA,66,206190000,158600000,1.57e+08,147670000,134300000,220480000,214570000,188920000,173010000,210800000,165040000,147590000,156200000,150800000,158050000,189320000,184180000,188530000,185440000,120990000
"maker-scaffold248-size129421-augustus-gene-1.21-mRNA-1","FBgn0200206","FBgn0035888","GJ12972",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812000
"maker-scaffold2502-size8441-snap-gene-0.2-mRNA-1",NA,NA,NA,NA,3,0,0,0,0,0,8634800,9981000,0,6981300,7316700,0,0,0,0,0,0,8568400,8503700,4820300,6449200
"maker-scaffold2555-size18341-snap-gene-0.10-mRNA-1","FBgn0202934","FBgn0010380","GJ15746",NA,14,12015000,11918000,12928000,17461000,19612000,15045000,13757000,18398000,22600000,23063000,14185000,14997000,18418000,17447000,14253000,15591000,13106000,18898000,18590000,16469000
"maker-scaffold255-size130888-augustus-gene-1.19-mRNA-1","FBgn0204769","FBgn0284253","GJ17599",NA,21,3728300000,3849100000,3383800000,2831800000,3388100000,1442300000,1515700000,2045600000,1598800000,1755200000,3952700000,3373700000,3813400000,4061400000,3486400000,1893600000,2263400000,1913800000,1892500000,1838200000
"maker-scaffold2565-size28775-snap-gene-0.18-mRNA-1","FBgn0201987","FBgn0002579","GJ14783",NA,4,33996000,28665000,45690000,47804000,45472000,41843000,31865000,25072000,21140000,53342000,39326000,37369000,36925000,59839000,47218000,39535000,40117000,42036000,46432000,20006000
"maker-scaffold256-size142828-snap-gene-1.14-mRNA-1","FBgn0013081","FBgn0001128","GJ15413",NA,18,103660000,90882000,106660000,109940000,94335000,226050000,200450000,292910000,282020000,281590000,158450000,160540000,136670000,141050000,139350000,276700000,283760000,437260000,402260000,352690000
"maker-scaffold2573-size15920-snap-gene-0.11-mRNA-1","FBgn0207287","FBgn0033518","GJ20147",NA,11,345870000,294070000,395970000,424500000,198070000,103880000,105830000,171990000,169980000,138860000,162720000,176290000,183680000,196330000,213100000,71074000,66592000,101160000,106820000,146550000
"maker-scaffold2576-size29243-snap-gene-0.11-mRNA-1","FBgn0067462","FBgn0010423","GJ15012",NA,7,18592000,0,22433000,29462000,19031000,73454000,73772000,74642000,89326000,92652000,0,18123000,19074000,22867000,31332000,47067000,56419000,47275000,45395000,59085000
"maker-scaffold2579-size12974-snap-gene-0.1-mRNA-1","FBgn0210689","FBgn0050354","GJ23592",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6110100
"maker-scaffold2585-size8132-snap-gene-0.12-mRNA-1","FBgn0203011","FBgn0003116","GJ15824",NA,3,3878300,0,0,0,0,3623700,3307100,0,0,3736600,0,0,0,0,0,0,3440100,3798000,2622100,4598900
"maker-scaffold2588-size23403-augustus-gene-0.7-mRNA-1",NA,NA,NA,NA,7,23263000,13466000,21001000,25848000,19861000,31264000,25249000,26364000,28270000,37769000,26862000,17436000,29417000,30752000,26091000,25272000,25864000,33177000,24447000,35449000
"maker-scaffold2592-size10383-augustus-gene-0.5-mRNA-1","FBgn0206541","FBgn0028342","GJ19398",NA,9,114710000,164530000,107810000,104470000,98847000,152570000,168350000,121920000,127130000,107210000,110970000,112360000,82808000,97079000,94019000,114910000,132930000,114450000,102090000,78081000
"maker-scaffold259-size80497-snap-gene-0.20-mRNA-1","FBgn0197371","FBgn0037447","GJ10082",NA,10,9777600,9676100,11991000,9694900,11731000,13725000,15268000,26798000,19531000,24718000,11503000,11828000,9632500,11575000,9521800,11951000,9111200,14581000,14994000,18841000
"maker-scaffold25-size146854-augustus-gene-0.41-mRNA-1","FBgn0204842","FBgn0032729","GJ17673","Sec",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517200,0,0,0
"maker-scaffold25-size146854-augustus-gene-0.50-mRNA-1","FBgn0204856","FBgn0044323","GJ17687",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748600
"maker-scaffold25-size146854-augustus-gene-1.19-mRNA-1","FBgn0207528","FBgn0267488","GJ20388",NA,19,45610000,48001000,46593000,40722000,40119000,23284000,24825000,20449000,20746000,17129000,48233000,52893000,45894000,45490000,49585000,17266000,19202000,13538000,13932000,13297000
"maker-scaffold2605-size8068-augustus-gene-0.2-mRNA-1","FBgn0198322","FBgn0037290","GJ11056","Sfp",6,0,0,0,0,0,2589600,2624600,3947800,0,3136200,0,0,0,0,0,90339000,100400000,92719000,98393000,80819000
"maker-scaffold2626-size11409-snap-gene-0.10-mRNA-1","FBgn0201411","FBgn0001230","GJ14196",NA,1,105900000,57702000,247100000,262910000,170260000,53227000,52938000,46639000,43741000,148610000,102320000,0,303650000,288500000,297760000,69630000,52319000,170230000,163500000,109600000
"maker-scaffold2629-size25793-augustus-gene-0.8-mRNA-1","FBgn0206204","FBgn0024238","GJ19059",NA,17,46838000,23686000,27983000,25445000,25396000,116880000,189550000,283640000,209090000,186640000,17281000,19323000,39147000,19594000,16753000,139810000,140760000,151620000,167080000,166540000
"maker-scaffold263-size98626-snap-gene-0.40-mRNA-1","FBgn0210005","FBgn0053208","GJ22902",NA,3,92543000,79749000,66201000,61691000,53919000,0,0,0,0,0,102130000,92966000,117810000,108430000,73358000,0,0,0,0,0
"maker-scaffold265-size127800-augustus-gene-0.29-mRNA-1","FBgn0208001","FBgn0027079","GJ20865",NA,8,8390700,8272100,7581200,7769800,5944700,9282000,7490000,9300600,7092700,10198000,8070700,8408900,10841000,12123000,9599300,9626300,9061300,10381000,9359300,11814000
"maker-scaffold265-size127800-augustus-gene-1.13-mRNA-1","FBgn0208588","FBgn0010516","GJ21462",NA,17,68220000,75414000,74183000,76504000,65634000,205200000,187960000,262370000,2.72e+08,282520000,63233000,64321000,56720000,56177000,57034000,195880000,224450000,242900000,226290000,265420000
"maker-scaffold2670-size9511-augustus-gene-0.2-mRNA-1","FBgn0210314","FBgn0004117","GJ23212",NA,23,378270000,366570000,374180000,374480000,327960000,2694100000,3040100000,1017600000,1054400000,687190000,354400000,302510000,317830000,308550000,319920000,1180600000,1105400000,1044600000,1012900000,918650000
"maker-scaffold2680-size24429-augustus-gene-0.7-mRNA-1","FBgn0202560","FBgn0022355","GJ15366",NA,11,0,0,0,0,0,36315000,35397000,74221000,77244000,62230000,0,0,0,0,0,26632000,30076000,23501000,24428000,29197000
"maker-scaffold2680-size24429-augustus-gene-0.9-mRNA-1","FBgn0202398","FBgn0008635","GJ15202",NA,20,95806000,78482000,103150000,102590000,85580000,32051000,27825000,44636000,44970000,47342000,94395000,99582000,110290000,1.09e+08,99940000,45317000,37173000,55361000,56586000,44746000
"maker-scaffold2680-size24429-snap-gene-0.12-mRNA-1","FBgn0202399","FBgn0260855","GJ15203",NA,4,22936000,17932000,22768000,18242000,19945000,14707000,11954000,16655000,20581000,18761000,21941000,17320000,26128000,26550000,21200000,16410000,18725000,26691000,25447000,16997000
"maker-scaffold2680-size24429-snap-gene-0.14-mRNA-1","FBgn0202397","FBgn0052549","GJ15201",NA,8,6418300,0,0,0,5492600,15775000,15848000,12896000,13165000,25608000,5382900,0,7394400,6600700,0,13500000,15073000,11154000,10939000,16140000
"maker-scaffold2684-size17423-snap-gene-0.4-mRNA-1",NA,NA,NA,NA,5,169940000,243490000,150380000,107630000,113780000,0,0,0,0,0,300560000,335200000,225710000,153410000,185860000,0,0,0,0,0
"maker-scaffold2684-size17423-snap-gene-0.5-mRNA-1","FBgn0208258","FBgn0051779","GJ21125","Sfp",2,18665000,14835000,32650000,34994000,26465000,0,0,0,0,0,45373000,43466000,117290000,130840000,52355000,0,0,0,0,0
"maker-scaffold268-size67922-augustus-gene-0.18-mRNA-1","FBgn0209465","FBgn0034856","GJ22352","Sfp",4,8206000,0,0,7879000,0,0,0,0,0,0,9905700,7629300,9204700,13815000,10176000,0,0,0,0,0
"maker-scaffold269-size166296-augustus-gene-1.23-mRNA-1","FBgn0204653","FBgn0031662","GJ17483",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871500
"maker-scaffold269-size166296-snap-gene-0.24-mRNA-1","FBgn0022839","FBgn0032381","GJ22501",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220400,0,0,0,0,0
"maker-scaffold269-size166296-snap-gene-1.34-mRNA-1","FBgn0209600","FBgn0031663","GJ22490",NA,5,8216000,0,0,8184700,8450800,9123400,8197700,8142900,9822800,6697300,9835300,10316000,8671800,9232300,8166800,8336100,7384600,6711900,7912700,10822000
"maker-scaffold26-size169467-augustus-gene-0.20-mRNA-1","FBgn0206772","FBgn0029095","GJ19630",NA,3,0,0,0,0,0,0,0,0,0,3291100,0,0,0,0,0,0,0,0,0,0
"maker-scaffold2705-size40363-snap-gene-0.9-mRNA-1","FBgn0208357","FBgn0023213","GJ21224",NA,22,52880000,50239000,46284000,48548000,47766000,38050000,35881000,38334000,39765000,42640000,62191000,70225000,63262000,55551000,56097000,46505000,48047000,42100000,44105000,38045000
"maker-scaffold2707-size14929-augustus-gene-0.10-mRNA-1","FBgn0203193","FBgn0010391","GJ16008",NA,13,36079000,37435000,39686000,28591000,36636000,33400000,32787000,29826000,31159000,33389000,38256000,38768000,35276000,33473000,40767000,38261000,43697000,40344000,42585000,35896000
"maker-scaffold270-size189236-augustus-gene-1.33-mRNA-1","FBgn0204790","FBgn0263133","GJ17621",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973840
"maker-scaffold270-size189236-snap-gene-0.15-mRNA-1",NA,NA,NA,NA,13,0,0,0,0,0,167960000,140810000,203480000,196820000,339390000,0,0,0,0,0,294970000,295950000,365660000,335970000,350530000
"maker-scaffold271-size67337-augustus-gene-0.18-mRNA-1","FBgn0205078","FBgn0024947","GJ17910",NA,4,0,0,4144100,0,0,3156300,3705300,3801400,0,2567500,0,0,0,0,0,4424600,0,3078500,2876900,0
"maker-scaffold271-size67337-augustus-gene-0.19-mRNA-1","FBgn0205079","FBgn0031479","GJ17911",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1245900,0,0,0,0,0,0
"maker-scaffold271-size67337-augustus-gene-0.20-mRNA-1","FBgn0205080","FBgn0051694","GJ17912",NA,2,0,0,0,0,0,0,0,0,0,0,0,5019900,0,0,0,0,0,0,0,0
"maker-scaffold2723-size25595-augustus-gene-0.2-mRNA-1","FBgn0205867","FBgn0030151","GJ18714",NA,15,31916000,32417000,41889000,40582000,66638000,47946000,48295000,48204000,68599000,90223000,47747000,44079000,64414000,59596000,53262000,45970000,43384000,66074000,57271000,76317000
"maker-scaffold2745-size15073-augustus-gene-0.6-mRNA-1","FBgn0204480","FBgn0040261","GJ17308","Sec",12,5280600,0,0,0,0,41449000,39234000,35057000,31076000,52548000,0,0,0,0,0,29316000,31526000,29078000,29126000,29154000
"maker-scaffold2745-size15073-augustus-gene-0.7-mRNA-1","FBgn0211137","FBgn0032398","GJ24050","Sec",3,3489700,0,0,3762600,0,4444100,3862200,0,0,0,4914200,4728200,6289000,4776700,4340700,3504400,4455100,0,6322800,3277700
"maker-scaffold274-size124964-augustus-gene-1.18-mRNA-1","FBgn0207795","FBgn0021979","GJ20657",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296900
"maker-scaffold2751-size9836-augustus-gene-0.5-mRNA-1","FBgn0203996","FBgn0029133","GJ16817",NA,4,11774000,0,11868000,11775000,0,10638000,9849400,10923000,13515000,9299600,13629000,18946000,11270000,11070000,12407000,7237200,7598500,9638600,9402800,8047700
"maker-scaffold2753-size7567-augustus-gene-0.0-mRNA-1",NA,NA,NA,NA,2,50400000,23286000,21186000,22335000,21899000,17686000,18211000,16863000,14710000,17476000,21468000,17751000,51117000,49521000,18139000,22544000,20100000,24628000,22901000,16470000
"maker-scaffold2755-size10334-snap-gene-0.3-mRNA-1","FBgn0203724","FBgn0003447","GJ16540",NA,11,0,0,0,0,0,55818000,62236000,81085000,94161000,88264000,0,0,0,0,0,115840000,134260000,183800000,177690000,225940000
"maker-scaffold2756-size35858-augustus-gene-0.8-mRNA-1","FBgn0201980","FBgn0031069","GJ14776",NA,15,0,0,0,0,0,28564000,22664000,32460000,26908000,41307000,0,0,0,0,0,30410000,29169000,65839000,54191000,25600000
"maker-scaffold275-size37100-augustus-gene-0.15-mRNA-1","FBgn0199472","FBgn0029113","GJ12222",NA,5,10863000,0,14676000,10960000,13820000,9642000,6934700,8579400,8625800,8756400,10411000,14494000,15556000,11400000,15396000,6592000,7347600,7410200,8924100,8321800
"maker-scaffold2760-size14568-augustus-gene-0.7-mRNA-1","FBgn0204112","FBgn0052667","GJ16933","Sfp",3,783160000,647840000,650560000,630500000,513830000,0,212410,257020,271770,0,893090000,776160000,626330000,625270000,823470000,220950,200030,159090,200220,246580
"maker-scaffold2774-size24531-snap-gene-0.23-mRNA-1","FBgn0206850","FBgn0031260","GJ19708",NA,6,91072000,51742000,63434000,71621000,100200000,8953800,0,0,13885000,11929000,63030000,40573000,84037000,117830000,78606000,11782000,9807600,13911000,19220000,9614000
"maker-scaffold277-size67114-augustus-gene-0.27-mRNA-1",NA,NA,NA,NA,3,0,0,0,0,0,0,4192500,0,0,0,0,0,0,0,0,3568200,3224400,0,0,0
"maker-scaffold277-size67114-augustus-gene-0.28-mRNA-1","FBgn0200220","FBgn0004167","GJ12986",NA,25,13882000,0,0,0,0,38390000,46503000,28601000,27370000,28919000,0,14335000,10780000,6894500,0,35139000,43751000,23497000,24582000,11308000
"maker-scaffold2807-size21455-augustus-gene-0.9-mRNA-1","FBgn0197837","FBgn0039665","GJ10557","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910600,0,0,0,0,0
"maker-scaffold2816-size14993-augustus-gene-0.4-mRNA-1","FBgn0203574","FBgn0000667","GJ16390",NA,40,106740000,91493000,100430000,93072000,85625000,887980000,889260000,663760000,669290000,512610000,84010000,96449000,91472000,97913000,89295000,623490000,619060000,526760000,538640000,532230000
"maker-scaffold281-size100383-augustus-gene-0.31-mRNA-1","FBgn0211429","FBgn0261550","GJ24349",NA,2,0,0,0,0,0,0,0,0,0,0,2947100,0,0,0,0,0,0,0,0,0
